br0_x, br0_y, br0_z, br0_phi, br0_theta, br0_psi, br0_u, br0_v, br0_w, br0_p, br0_q, br0_r, br1_x, br1_y, br1_z, br1_phi, br1_theta, br1_psi, br1_u, br1_v, br1_w, br1_p, br1_q, br1_r
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.500,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.505,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.510,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.515,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.520,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.525,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.530,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.535,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.540,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.545,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.551,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.556,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.561,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
