br0_x, br0_y, br0_z, br0_phi, br0_theta, br0_psi, br0_u, br0_v, br0_w, br0_p, br0_q, br0_r, br1_x, br1_y, br1_z, br1_phi, br1_theta, br1_psi, br1_u, br1_v, br1_w, br1_p, br1_q, br1_r
0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.399,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.397,0.051,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.099,0.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.393,0.076,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.098,0.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.387,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.097,0.025,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.380,0.125,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.095,0.031,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.371,0.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.093,0.037,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.361,0.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.090,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.350,0.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.087,0.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.337,0.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.084,0.054,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.322,0.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.081,0.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.306,0.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.077,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.289,0.276,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.072,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.271,0.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.068,0.073,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.252,0.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.063,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.232,0.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.058,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.211,0.340,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.053,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.189,0.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.088,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.166,0.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.042,0.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.143,0.374,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.036,0.093,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.119,0.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.094,0.389,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.024,0.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.069,0.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.044,0.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.011,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.019,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.006,0.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.002,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.032,0.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.008,0.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.057,0.396,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.014,0.099,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.082,0.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.020,0.098,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.107,0.386,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.027,0.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.131,0.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.033,0.095,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
-0.155,0.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.039,0.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
